Transaction_ID,Date,Product_Category,Unit_Price,Quantity,Shipping_Cost,Shipping_Method,Customer_Rating
TRX-12616,2023-01-18,Monitor,338.36,42,11.24,International,1.0
TRX-12617,2023-02-14,Smartwatch,1446.87,2,35.14,Standard Ground,5.0
TRX-12618,2023-08-20,Headphones,1840.83,19,21.27,International,5.0
TRX-12619,2023-01-27,Smartphone,1352.12,35,32.51,Express,1.0
TRX-12620,2023-05-03,Tablet,1433.01,33,17.04,International,1.0
TRX-12621,2023-10-17,Headphones,1071.21,8,28.81,International,5.0
TRX-12622,2023-05-11,Smartphone,1539.05,32,46.2,Express,3.0
TRX-12623,2023-08-04,Headphones,1769.68,33,28.97,International,3.0
TRX-12624,2023-09-11,Headphones,282.18,42,6.54,Overnight,3.0
TRX-12625,2023-07-20,Headphones,956.2,10,7.61,International,1.0
TRX-12626,2023-02-08,Smartwatch,168.54,14,33.88,Express,2.0
TRX-12627,2023-07-31,Headphones,1572.27,27,38.45,Express,2.0
TRX-12628,2023-05-31,Smartwatch,310.41,48,27.33,International,
TRX-12629,2023-03-09,Monitor,1258.71,31,12.03,International,4.0
TRX-12630,2023-12-18,Smartwatch,1047.28,13,47.27,Overnight,2.0
TRX-12631,2023-09-10,Smartwatch,1472.37,30,32.76,,3.0
TRX-12632,2023-09-28,Smartwatch,1682.67,36,8.64,Express,1.0
TRX-12633,2023-01-25,Monitor,961.48,18,8.3,Standard Ground,5.0
TRX-12634,2023-10-21,Smartphone,127.13,21,8.89,Express,5.0
TRX-12635,2023-05-03,Smartphone,720.38,10,10.9,Overnight,2.0
TRX-12636,2023-02-25,Headphones,1117.89,47,39.89,Overnight,5.0
TRX-12637,2023-09-06,Smartphone,1899.96,18,19.96,Express,3.0
TRX-12638,2023-02-24,Monitor,1156.62,11,34.25,Standard Ground,2.0
TRX-12639,2023-11-04,Monitor,812.96,34,21.03,International,4.0
TRX-12640,2023-01-08,Laptop,417.48,3,26.18,Express,5.0
TRX-12641,2023-05-09,Laptop,850.36,13,32.63,Standard Ground,5.0
TRX-12642,2023-07-22,Smartwatch,788.34,4,21.0,Standard Ground,3.0
TRX-12643,2023-02-09,Smartphone,1397.55,48,22.67,Standard Ground,5.0
TRX-12644,2023-12-18,Smartphone,68.69,21,20.27,,5.0
TRX-12645,2023-05-20,Tablet,795.22,50,39.13,Overnight,2.0
TRX-12646,2023-07-12,Tablet,1595.75,13,25.16,International,1.0
TRX-12647,2023-08-17,Tablet,1733.5,33,12.86,Standard Ground,3.0
TRX-12648,2023-07-07,Smartwatch,1267.44,14,41.6,Standard Ground,
TRX-12649,2023-01-09,Headphones,532.92,18,45.33,Express,1.0
TRX-12650,2023-08-27,Headphones,1576.91,46,42.88,Express,4.0
TRX-12651,2023-06-14,Laptop,937.39,23,44.32,Standard Ground,3.0
TRX-12652,2023-12-07,Headphones,726.88,32,43.37,Standard Ground,1.0
TRX-12653,2023-04-22,Tablet,475.38,31,15.33,Overnight,3.0
TRX-12654,2023-02-06,Tablet,1973.42,16,27.99,International,
TRX-12655,2023-06-26,Tablet,1079.35,6,47.36,,1.0
TRX-12656,2023-11-13,Laptop,,50,45.01,International,4.0
TRX-12657,2023-10-01,Monitor,835.36,35,32.93,Overnight,1.0
TRX-12658,2023-05-30,Smartwatch,697.43,32,43.42,Express,1.0
TRX-12659,2023-03-28,Headphones,1374.68,2,34.08,,5.0
TRX-12660,2023-07-31,Tablet,320.78,9,49.62,,4.0
TRX-12661,2023-12-04,Tablet,819.82,26,39.38,Overnight,4.0
TRX-12662,2023-05-23,Laptop,439.91,24,45.95,International,1.0
TRX-12663,2023-12-30,Laptop,1483.64,21,22.05,Standard Ground,4.0
TRX-12664,2023-10-05,Headphones,213.82,38,10.42,Standard Ground,2.0
TRX-12665,2023-01-13,Headphones,618.51,26,8.54,International,1.0
TRX-12666,2023-12-19,Smartwatch,626.53,19,46.64,Overnight,4.0
TRX-12667,2023-01-12,Smartwatch,1898.79,2,44.96,Express,5.0
TRX-12668,2023-10-06,Smartphone,1489.2,7,23.47,International,4.0
TRX-12669,2023-04-20,Smartwatch,1536.8,12,18.51,International,5.0
TRX-12670,2023-07-07,Smartwatch,238.76,21,45.75,Express,5.0
TRX-12671,2023-05-02,Headphones,726.12,29,11.29,Express,4.0
TRX-12672,2023-10-21,Smartwatch,1837.64,12,37.03,Standard Ground,
TRX-12673,2023-12-31,Laptop,1803.75,47,35.83,Express,4.0
TRX-12674,2023-09-06,Laptop,1203.3,36,31.21,Overnight,5.0
TRX-12675,2023-10-29,Smartphone,1132.56,20,30.26,Overnight,1.0
TRX-12676,2023-04-27,Headphones,290.28,37,43.52,,4.0
TRX-12677,2023-11-23,Headphones,608.54,37,49.22,International,3.0
TRX-12678,2023-04-07,Smartphone,92.24,41,49.23,Standard Ground,4.0
TRX-12679,2023-01-18,Smartphone,176.18,42,48.06,Overnight,5.0
TRX-12680,2023-01-22,Monitor,1780.2,1,21.79,Overnight,3.0
TRX-12681,2023-12-05,Monitor,268.54,23,5.2,,
TRX-12682,2023-09-11,Laptop,880.83,5,30.43,International,4.0
TRX-12683,2023-08-26,Tablet,1788.07,28,47.7,Overnight,1.0
TRX-12684,2023-10-06,Tablet,696.68,24,33.75,Express,2.0
TRX-12685,2023-08-08,Headphones,546.35,33,41.81,International,1.0
TRX-12686,2023-08-27,Headphones,1826.73,45,35.73,Overnight,
TRX-12687,2023-10-25,Smartphone,188.92,46,15.07,Express,1.0
TRX-12688,2023-03-31,Monitor,1641.11,30,40.17,International,2.0
TRX-12689,2023-02-10,Tablet,555.81,1,10.52,Overnight,4.0
TRX-12690,2023-03-18,Monitor,1079.91,40,13.13,Standard Ground,1.0
TRX-12691,2023-07-20,Smartwatch,1328.38,49,21.08,Express,1.0
TRX-12692,2023-08-25,Laptop,814.78,32,18.89,International,2.0
TRX-12693,2023-04-15,Monitor,571.97,48,48.35,International,
TRX-12694,2023-01-29,Smartwatch,1418.74,24,33.18,Overnight,1.0
TRX-12695,2023-11-08,Headphones,1576.69,42,46.64,Overnight,3.0
TRX-12696,2023-02-17,Smartwatch,1632.44,6,37.7,Overnight,5.0
TRX-12697,2023-11-30,Headphones,174.44,33,33.89,Express,3.0
TRX-12698,2023-09-28,Tablet,454.18,7,39.68,Standard Ground,5.0
TRX-12699,2023-02-05,Monitor,1403.96,46,17.27,Express,5.0
TRX-12700,2023-04-22,Tablet,1718.56,7,13.09,Overnight,2.0
TRX-12701,2023-02-16,Laptop,1486.2,4,26.19,Overnight,4.0
TRX-12702,2023-01-22,Headphones,1347.9,36,6.03,Standard Ground,4.0
TRX-12703,2023-06-24,Headphones,124.64,8,13.39,Standard Ground,5.0
TRX-12704,2023-08-27,Tablet,1733.97,27,20.93,Overnight,1.0
TRX-12705,2023-05-26,Monitor,1155.28,32,17.59,Overnight,5.0
TRX-12706,2023-12-31,Smartphone,563.05,6,45.82,International,1.0
TRX-12707,2023-11-07,Tablet,1740.81,24,38.97,Standard Ground,3.0
TRX-12708,2024-01-01,Monitor,1623.5,17,25.87,Standard Ground,1.0
TRX-12709,2023-01-17,Tablet,961.49,3,42.38,International,
TRX-12710,2023-01-17,Laptop,1206.06,44,9.27,Standard Ground,5.0
TRX-12711,2023-07-26,Tablet,839.45,5,7.26,Express,3.0
TRX-12712,2023-11-06,Smartwatch,1677.79,20,22.77,Overnight,4.0
TRX-12713,2023-09-03,Laptop,746.52,37,42.47,Overnight,1.0
TRX-12714,2023-01-04,Monitor,192.27,38,26.74,Standard Ground,1.0
TRX-12715,2023-08-25,Monitor,860.04,36,8.96,Express,3.0
TRX-12716,2023-12-29,Smartwatch,1274.04,10,46.63,Standard Ground,2.0
TRX-12717,2023-09-17,Monitor,688.82,47,14.98,Overnight,2.0
TRX-12718,2023-12-26,Smartphone,1681.48,38,29.79,Standard Ground,3.0
TRX-12719,2023-02-06,Smartphone,976.92,44,32.93,International,3.0
TRX-12720,2023-10-22,Laptop,936.78,41,32.74,Standard Ground,2.0
TRX-12721,2023-07-04,Monitor,1904.32,15,21.95,International,3.0
TRX-12722,2023-03-06,Tablet,1580.01,45,47.41,Express,
TRX-12723,2023-09-03,Headphones,1080.69,28,9.5,Standard Ground,1.0
TRX-12724,2023-01-02,Monitor,1979.65,5,40.19,Express,4.0
TRX-12725,2023-12-17,Tablet,642.34,6,27.34,Standard Ground,3.0
TRX-12726,2023-12-25,Headphones,537.96,45,22.07,Overnight,1.0
TRX-12727,2023-05-22,Headphones,770.3,36,24.07,Standard Ground,4.0
TRX-12728,2023-10-18,Smartphone,647.54,41,17.08,Standard Ground,2.0
TRX-12729,2023-06-15,Tablet,887.5,2,46.01,Express,3.0
TRX-12730,2023-01-23,Smartphone,1310.36,25,25.35,Standard Ground,1.0
TRX-12731,2023-11-02,Monitor,1195.21,33,21.67,Standard Ground,2.0
TRX-12732,2023-11-18,Headphones,1652.67,48,22.3,International,4.0
TRX-12733,2023-07-03,Tablet,1921.54,19,43.26,Standard Ground,2.0
TRX-12734,2023-01-03,Laptop,93.04,7,47.7,International,5.0
TRX-12735,2023-09-27,Smartphone,1956.67,29,42.43,Standard Ground,3.0
TRX-12736,2023-09-29,Smartwatch,266.6,2,39.11,Express,5.0
TRX-12737,2023-09-05,Smartwatch,259.48,32,44.14,Express,4.0
TRX-12738,2023-08-24,Smartphone,981.1,38,18.56,Overnight,1.0
TRX-12739,2023-01-21,Monitor,356.21,8,21.14,Overnight,4.0
TRX-12740,2023-02-14,Monitor,1191.57,29,11.66,Express,5.0
TRX-12741,2023-04-14,Smartwatch,1745.24,49,21.11,Express,1.0
TRX-12742,2023-11-15,Monitor,1233.83,42,12.93,Overnight,3.0
TRX-12743,2023-03-16,Smartwatch,117.97,33,34.86,International,1.0
TRX-12744,2023-12-07,Smartwatch,491.26,12,48.14,International,4.0
TRX-12745,2023-09-17,Tablet,682.65,15,37.19,Express,4.0
TRX-12746,2023-01-07,Laptop,1259.46,15,42.71,Standard Ground,3.0
TRX-12747,2023-05-03,Smartwatch,1174.82,15,16.68,Standard Ground,4.0
TRX-12748,2023-03-03,Smartwatch,586.16,5,10.51,Overnight,1.0
TRX-12749,2023-05-15,Monitor,1061.52,33,45.1,Express,
TRX-12750,2023-03-30,Headphones,1571.21,1,11.69,Overnight,5.0
TRX-12751,2023-10-15,Tablet,451.88,19,21.56,Overnight,3.0
TRX-12752,2023-01-31,Tablet,1694.06,36,39.5,Overnight,5.0
TRX-12753,2023-09-14,Monitor,1498.51,7,12.24,Express,3.0
TRX-12754,2023-12-03,Monitor,821.07,32,28.5,Standard Ground,
TRX-12755,2023-07-12,Smartphone,1726.31,14,18.44,Standard Ground,
TRX-12756,2023-11-30,Headphones,1346.68,21,35.63,Express,1.0
TRX-12757,2023-07-24,Smartphone,1212.08,47,40.96,Standard Ground,1.0
TRX-12758,2023-02-01,Smartwatch,907.98,50,35.7,Express,3.0
TRX-12759,2023-11-04,Headphones,127.1,23,34.36,Express,5.0
TRX-12760,2023-07-11,Headphones,161.45,21,33.38,Overnight,1.0
TRX-12761,2023-09-02,Monitor,908.67,21,5.12,Standard Ground,2.0
TRX-12762,2023-08-21,Tablet,243.36,22,32.67,Standard Ground,5.0
TRX-12763,2023-05-09,Smartwatch,614.89,14,11.26,Overnight,2.0
TRX-12764,2023-10-07,Tablet,520.16,10,18.0,Express,2.0
TRX-12765,2023-04-18,Headphones,416.94,35,41.02,International,
TRX-12766,2023-10-18,Tablet,156.56,26,42.84,International,4.0
TRX-12767,2023-05-04,Tablet,762.1,39,12.23,Overnight,3.0
TRX-12768,2023-12-09,Laptop,366.8,12,40.48,Standard Ground,1.0
TRX-12769,2023-01-08,Tablet,764.28,12,30.92,Express,2.0
TRX-12770,2023-01-14,Smartwatch,1866.45,2,47.95,International,3.0
TRX-12771,2023-02-06,Monitor,1560.46,18,22.51,Overnight,5.0
TRX-12772,2023-01-20,Smartwatch,688.41,14,7.43,Standard Ground,2.0
TRX-12773,2023-03-10,Laptop,293.25,11,32.23,Express,2.0
TRX-12774,2023-03-06,Smartwatch,1271.12,42,34.6,Standard Ground,1.0
TRX-12775,2023-05-09,Tablet,551.3,7,25.79,International,5.0
TRX-12776,2023-04-07,Smartphone,1781.87,1,17.78,Express,2.0
TRX-12777,2023-10-03,Smartwatch,1805.16,29,16.98,,3.0
TRX-12778,2023-04-12,Monitor,1802.42,43,26.2,Express,1.0
TRX-12779,2023-01-08,Headphones,1875.39,41,5.04,Overnight,4.0
TRX-12780,2023-05-31,Monitor,1105.51,25,36.74,Overnight,1.0
TRX-12781,2023-11-26,Tablet,1785.45,15,39.15,Express,4.0
TRX-12782,2023-09-09,Tablet,1207.04,4,40.7,Overnight,1.0
TRX-12783,2023-04-03,Smartwatch,663.29,28,43.0,International,4.0
TRX-12784,2023-09-12,Smartphone,1650.59,40,21.81,Standard Ground,1.0
TRX-12785,2023-09-25,Laptop,107.21,50,46.31,Overnight,3.0
TRX-12786,2023-12-31,Headphones,929.29,37,45.93,Standard Ground,1.0
TRX-12787,2023-08-19,Monitor,698.25,19,30.45,International,1.0
TRX-12788,2023-12-23,Monitor,1648.68,16,40.25,Standard Ground,4.0
TRX-12789,2023-01-28,Smartphone,1430.54,5,22.65,Standard Ground,5.0
TRX-12790,2023-08-08,Monitor,1587.51,16,45.78,Express,5.0
TRX-12791,2023-01-30,Tablet,789.56,30,11.92,Express,3.0
TRX-12792,2023-04-10,Monitor,399.25,32,21.32,Express,4.0
TRX-12793,2023-11-25,Laptop,673.02,14,8.87,Express,1.0
TRX-12794,2023-09-29,Smartphone,417.86,20,14.1,Standard Ground,2.0
TRX-12795,2023-05-18,Headphones,105.6,13,11.36,Express,3.0
TRX-12796,2023-05-06,Smartwatch,819.78,11,27.28,Standard Ground,3.0
TRX-12797,2023-04-01,Tablet,,33,46.69,International,4.0
TRX-12798,2023-12-11,Tablet,802.73,39,25.12,Overnight,5.0
TRX-12799,2023-05-13,Laptop,961.62,25,33.16,Standard Ground,5.0
TRX-12800,2023-09-20,Headphones,1833.9,6,19.29,Express,2.0
TRX-12801,2023-05-25,Monitor,70.21,3,12.72,,4.0
TRX-12802,2023-10-02,Laptop,367.48,23,43.17,International,4.0
TRX-12803,2023-06-23,Tablet,1651.52,8,14.6,,1.0
TRX-12804,2023-05-21,Tablet,1598.45,26,47.62,Overnight,4.0
TRX-12805,2023-06-13,Smartphone,1377.4,44,15.53,Standard Ground,5.0
TRX-12806,2023-10-31,Smartphone,273.96,25,38.94,Overnight,5.0
TRX-12807,2023-12-09,Tablet,1118.21,2,47.62,International,3.0
TRX-12808,2023-01-27,Tablet,990.84,41,48.79,Express,4.0
TRX-12809,2023-03-05,Tablet,1474.34,36,28.77,,1.0
TRX-12810,2023-07-08,Monitor,795.61,46,36.69,Overnight,4.0
TRX-12811,2023-09-11,Headphones,528.02,14,8.95,Standard Ground,1.0
TRX-12812,2023-03-22,Headphones,568.41,46,25.36,Express,3.0
TRX-12813,2023-01-26,Tablet,1660.53,5,13.43,International,5.0
TRX-12814,2023-11-01,Headphones,1765.73,18,15.98,Overnight,4.0
TRX-12815,2023-11-16,Smartwatch,807.71,11,15.37,Express,3.0
TRX-12816,2023-06-17,Tablet,1145.43,37,31.28,Standard Ground,5.0
TRX-12817,2023-09-25,Laptop,241.33,43,38.62,Standard Ground,5.0
TRX-12818,2023-10-03,Tablet,165.64,12,27.9,International,4.0
TRX-12819,2023-08-31,Monitor,1338.91,14,38.18,Overnight,5.0
TRX-12820,2023-05-05,Smartphone,1331.63,40,18.4,International,2.0
TRX-12821,2023-12-01,Laptop,746.19,2,21.68,Express,2.0
TRX-12822,2023-03-24,Monitor,1671.49,15,42.7,Express,4.0
TRX-12823,2023-03-03,Headphones,640.19,31,41.15,International,4.0
TRX-12824,2023-10-12,Headphones,318.9,26,19.27,Standard Ground,1.0
TRX-12825,2023-09-12,Monitor,1555.83,1,10.84,Overnight,2.0
TRX-12826,2023-02-21,Laptop,570.98,14,12.19,International,
TRX-12827,2023-11-11,Smartwatch,621.72,13,35.96,Express,
TRX-12828,2023-04-07,Laptop,949.4,30,8.88,International,4.0
TRX-12829,2023-06-28,Tablet,1040.4,50,42.48,International,5.0
TRX-12830,2023-06-20,Smartwatch,1019.1,40,5.72,Standard Ground,5.0
TRX-12831,2023-06-27,Laptop,1266.0,10,46.63,Overnight,1.0
TRX-12832,2023-12-26,Laptop,1819.7,5,49.81,Overnight,3.0
TRX-12833,2023-07-12,Tablet,750.43,30,27.43,Express,2.0
TRX-12834,2023-10-26,Headphones,488.61,11,28.14,Express,3.0
TRX-12835,2023-09-26,Tablet,1348.92,36,23.16,International,3.0
TRX-12836,2023-07-04,Monitor,1515.23,7,13.5,International,2.0
TRX-12837,2023-09-24,Headphones,1467.07,32,12.65,Overnight,1.0
TRX-12838,2023-05-05,Headphones,325.14,35,16.78,Express,3.0
TRX-12839,2023-04-23,Laptop,399.73,3,49.72,International,
TRX-12840,2023-07-18,Monitor,1943.61,35,10.0,Express,1.0
TRX-12841,2023-09-20,Laptop,1716.8,36,12.3,International,1.0
TRX-12842,2023-08-03,Headphones,716.4,34,45.0,International,2.0
TRX-12843,2023-01-14,Monitor,1451.86,50,38.62,Overnight,4.0
TRX-12844,2023-08-28,Monitor,1954.17,37,17.98,Express,1.0
TRX-12845,2023-01-07,Headphones,684.75,26,31.87,International,4.0
TRX-12846,2023-08-16,Monitor,798.48,33,16.99,International,2.0
TRX-12847,2023-05-22,Tablet,1969.93,37,8.51,Standard Ground,
TRX-12848,2023-06-17,Laptop,1664.55,6,42.68,Express,5.0
TRX-12849,2023-09-17,Headphones,787.88,48,8.76,Standard Ground,3.0
TRX-12850,2023-09-15,Tablet,,26,7.04,,1.0
TRX-12851,2023-08-21,Smartphone,643.59,29,37.87,Standard Ground,5.0
TRX-12852,2023-09-02,Laptop,321.47,3,44.3,Overnight,5.0
TRX-12853,2023-06-07,Laptop,803.21,16,38.93,Express,1.0
TRX-12854,2023-05-05,Smartphone,1365.33,3,35.18,Standard Ground,4.0
TRX-12855,2023-06-28,Smartphone,1061.54,49,14.74,International,2.0
TRX-12856,2023-12-27,Headphones,314.29,19,13.97,International,
TRX-12857,2023-10-24,Tablet,1525.95,35,45.72,International,5.0
TRX-12858,2023-04-24,Headphones,200.49,42,42.62,Standard Ground,1.0
TRX-12859,2023-02-07,Tablet,263.68,8,33.06,Express,2.0
TRX-12860,2023-05-15,Tablet,677.06,23,24.52,Overnight,1.0
TRX-12861,2023-03-05,Monitor,261.19,10,28.66,International,1.0
TRX-12862,2023-06-21,Headphones,750.63,29,45.27,Standard Ground,2.0
TRX-12863,2023-04-04,Monitor,977.15,11,35.57,Express,4.0
TRX-12864,2023-07-04,Monitor,1104.54,28,23.67,Overnight,1.0
TRX-12865,2023-10-21,Tablet,1624.69,27,17.08,International,
TRX-12866,2023-07-05,Monitor,1657.86,40,34.18,Standard Ground,5.0
TRX-12867,2023-05-14,Headphones,1699.21,34,42.93,International,1.0
TRX-12868,2023-05-06,Laptop,691.73,2,12.74,Standard Ground,4.0
TRX-12869,2023-10-07,Monitor,1358.42,19,7.99,International,3.0
TRX-12870,2023-05-25,Headphones,1456.88,9,13.21,Express,4.0
TRX-12871,2023-05-27,Smartphone,768.28,43,16.88,Standard Ground,2.0
TRX-12872,2023-12-09,Tablet,1851.98,13,41.36,Overnight,3.0
TRX-12873,2023-06-28,Tablet,301.22,15,24.88,,2.0
TRX-12874,2023-04-06,Laptop,330.28,5,38.03,Overnight,5.0
TRX-12875,2023-02-08,Headphones,931.56,34,42.59,International,4.0
TRX-12876,2023-05-19,Laptop,1549.6,47,13.44,,1.0
TRX-12877,2023-07-27,Smartwatch,1925.09,6,17.34,Standard Ground,5.0
TRX-12878,2023-03-17,Headphones,1067.86,43,16.79,International,1.0
TRX-12879,2023-01-25,Monitor,1609.18,6,16.24,Standard Ground,1.0
TRX-12880,2023-01-09,Smartwatch,1377.91,2,22.87,Express,3.0
TRX-12881,2023-07-19,Headphones,,35,11.78,Express,3.0
TRX-12882,2023-08-10,Headphones,458.22,4,22.24,Express,1.0
TRX-12883,2023-04-25,Headphones,815.98,20,17.04,Standard Ground,4.0
TRX-12884,2023-04-08,Monitor,1306.51,21,29.56,Express,4.0
TRX-12885,2023-09-04,Monitor,357.84,48,25.86,Overnight,2.0
TRX-12886,2023-04-30,Tablet,898.28,7,42.53,Express,3.0
TRX-12887,2023-08-24,Monitor,,21,5.7,International,
TRX-12888,2023-03-22,Tablet,1135.74,1,42.23,International,1.0
TRX-12889,2023-09-27,Smartphone,424.73,12,26.95,Overnight,1.0
TRX-12890,2023-01-17,Smartphone,1335.51,37,13.85,Overnight,
TRX-12891,2023-12-11,Laptop,288.67,29,34.35,,1.0
TRX-12892,2023-07-26,Smartwatch,1773.45,11,42.57,Express,3.0
TRX-12893,2023-06-17,Laptop,1568.79,47,28.3,Overnight,1.0
TRX-12894,2023-03-17,Smartphone,1664.62,49,6.21,Express,2.0
TRX-12895,2023-09-23,Smartphone,331.63,3,11.83,Overnight,
TRX-12896,2023-06-30,Laptop,216.99,12,37.78,Express,4.0
TRX-12897,2023-09-02,Smartwatch,788.35,1,33.7,International,4.0
TRX-12898,2023-05-16,Monitor,1144.14,8,44.27,Standard Ground,2.0
TRX-12899,2023-07-16,Smartwatch,1069.81,10,46.72,,4.0
TRX-12900,2023-03-15,Smartphone,225.84,5,23.19,International,5.0
TRX-12901,2023-02-05,Headphones,61.58,21,14.01,Express,
TRX-12902,2023-11-09,Smartwatch,133.05,30,44.5,International,1.0
TRX-12903,2023-02-18,Headphones,757.2,10,22.46,International,2.0
TRX-12904,2023-01-15,Headphones,714.75,32,44.87,Express,5.0
TRX-12905,2023-04-16,Laptop,682.88,6,14.04,Standard Ground,2.0
TRX-12906,2023-01-30,Tablet,136.59,35,16.09,International,2.0
TRX-12907,2023-11-22,Smartphone,728.56,11,23.75,International,1.0
TRX-12908,2023-01-19,Monitor,518.29,34,16.68,Overnight,5.0
TRX-12909,2023-01-21,Laptop,76.14,22,42.86,International,5.0
TRX-12910,2023-10-17,Tablet,1480.03,44,42.28,International,4.0
TRX-12911,2023-07-16,Smartwatch,209.88,31,8.31,Express,3.0
TRX-12912,2023-12-11,Tablet,1481.72,42,17.22,Overnight,4.0
TRX-12913,2023-12-22,Smartwatch,1593.76,49,30.05,Standard Ground,1.0
TRX-12914,2023-06-03,Laptop,279.05,1,28.15,International,1.0
TRX-12915,2023-02-22,Monitor,932.65,47,24.77,Overnight,1.0
TRX-12916,2023-03-21,Tablet,1697.14,22,11.39,Express,5.0
TRX-12917,2023-09-17,Monitor,1158.46,30,17.06,Standard Ground,
TRX-12918,2023-04-14,Laptop,854.16,38,43.14,Standard Ground,2.0
TRX-12919,2023-04-18,Monitor,906.26,4,41.68,International,2.0
TRX-12920,2023-05-14,Headphones,893.0,25,8.07,Overnight,5.0
TRX-12921,2023-10-17,Headphones,1153.62,4,20.53,Express,5.0
TRX-12922,2023-02-04,Laptop,1567.32,30,44.76,Standard Ground,3.0
TRX-12923,2023-09-03,Laptop,1726.68,28,16.53,Overnight,5.0
TRX-12924,2023-08-24,Headphones,63.45,18,32.39,Standard Ground,4.0
TRX-12925,2023-10-01,Smartphone,240.5,30,32.19,Standard Ground,
TRX-12926,2023-10-22,Smartwatch,1916.38,10,40.07,Standard Ground,2.0
TRX-12927,2023-03-01,Laptop,812.01,33,30.69,Standard Ground,4.0
TRX-12928,2023-03-24,Laptop,138.81,41,49.92,Standard Ground,4.0
TRX-12929,2023-11-24,Headphones,468.62,22,6.74,,1.0
TRX-12930,2023-10-26,Smartwatch,444.91,7,34.55,Standard Ground,
TRX-12931,2023-06-02,Tablet,1159.94,9,10.97,Express,1.0
TRX-12932,2023-11-30,Monitor,1981.27,16,36.38,Standard Ground,3.0
TRX-12933,2023-05-04,Laptop,1812.17,32,39.86,International,3.0
TRX-12934,2023-08-17,Smartwatch,1380.18,40,13.43,Express,5.0
TRX-12935,2023-12-31,Smartphone,609.04,32,41.92,Overnight,4.0
TRX-12936,2023-03-26,Headphones,1393.16,1,28.92,,3.0
TRX-12937,2023-11-21,Smartphone,1823.91,5,42.2,International,3.0
TRX-12938,2023-09-14,Smartphone,1561.26,30,22.02,Express,2.0
TRX-12939,2023-07-27,Tablet,491.58,50,40.6,Express,5.0
TRX-12940,2023-09-21,Smartphone,1537.94,4,42.52,Standard Ground,5.0
TRX-12941,2023-08-27,Monitor,667.97,28,31.8,Express,4.0
TRX-12942,2023-08-22,Smartphone,1729.84,22,38.85,Overnight,2.0
TRX-12943,2023-03-30,Headphones,1962.2,10,11.24,Standard Ground,5.0
TRX-12944,2023-12-14,Monitor,668.6,12,11.79,Standard Ground,
TRX-12945,2023-08-12,Headphones,1319.23,29,21.49,Overnight,1.0
TRX-12946,2023-11-11,Tablet,105.43,40,45.59,Standard Ground,5.0
TRX-12947,2023-11-14,Smartphone,1558.09,38,16.15,International,2.0
TRX-12948,2023-09-17,Tablet,237.87,29,46.39,Overnight,2.0
TRX-12949,2023-11-02,Tablet,307.51,31,19.84,Overnight,1.0
TRX-12950,2023-10-03,Smartwatch,1455.42,23,38.28,International,2.0
TRX-12951,2023-12-16,Smartphone,563.34,37,31.28,International,3.0
TRX-12952,2023-10-02,Headphones,323.64,25,14.31,International,2.0
TRX-12953,2023-04-06,Headphones,963.23,21,34.52,Express,2.0
TRX-12954,2023-02-25,Smartwatch,1448.92,27,27.89,Overnight,2.0
TRX-12955,2023-09-08,Smartphone,412.41,14,7.33,International,4.0
TRX-12956,2023-03-04,Tablet,762.02,12,28.64,,2.0
TRX-12957,2023-04-13,Monitor,1598.79,20,39.58,International,5.0
TRX-12958,2023-04-15,Smartphone,131.9,37,12.01,Standard Ground,5.0
TRX-12959,2023-12-19,Tablet,1450.9,8,48.59,Express,1.0
TRX-12960,2023-05-23,Monitor,1364.66,35,38.52,Overnight,5.0
TRX-12961,2023-06-19,Headphones,87.13,47,9.08,International,4.0
TRX-12962,2023-06-28,Tablet,488.97,45,26.23,International,4.0
TRX-12963,2023-03-28,Laptop,1913.25,32,10.72,International,1.0
TRX-12964,2023-05-17,Monitor,1534.68,38,32.72,Express,
TRX-12965,2023-06-01,Headphones,,32,49.86,Express,
TRX-12966,2023-09-28,Smartphone,1375.19,21,25.92,Express,
TRX-12967,2023-06-06,Smartphone,1369.44,10,35.92,Express,4.0
TRX-12968,2023-10-22,Monitor,1657.83,18,18.88,Standard Ground,4.0
TRX-12969,2023-02-26,Smartwatch,1445.52,1,32.66,Standard Ground,1.0
TRX-12970,2023-05-18,Headphones,737.45,45,33.86,Standard Ground,1.0
TRX-12971,2023-03-03,Smartwatch,489.35,21,8.64,Overnight,4.0
TRX-12972,2023-12-31,Smartphone,218.9,16,30.93,Overnight,1.0
TRX-12973,2023-01-15,Smartwatch,228.15,11,6.5,Overnight,1.0
TRX-12974,2023-09-25,Tablet,747.66,36,42.48,International,4.0
TRX-12975,2023-03-25,Laptop,1757.19,9,30.12,Express,1.0
TRX-12976,2023-05-24,Smartphone,883.71,27,48.03,Overnight,2.0
TRX-12977,2023-09-17,Tablet,160.52,20,7.44,Express,2.0
TRX-12978,2023-01-30,Headphones,1134.33,13,45.62,Express,4.0
TRX-12979,2023-01-12,Headphones,996.78,26,28.09,International,2.0
TRX-12980,2023-05-18,Smartphone,1720.26,7,20.18,International,3.0
TRX-12981,2023-07-29,Smartwatch,,4,8.28,International,3.0
TRX-12982,2023-01-30,Monitor,1854.28,41,31.13,Overnight,3.0
TRX-12983,2023-05-16,Smartwatch,1718.74,38,48.4,Overnight,2.0
TRX-12984,2023-05-02,Tablet,907.42,7,16.66,Overnight,4.0
TRX-12985,2023-08-03,Laptop,1350.86,11,48.05,Overnight,3.0
